sender,receiver,date,subject,body,urls,label
monkey.org<securityalert@postmaster.net>,jose@monkey.org,2019-09-26 11:44:23,Virus Detected - jose@monkey.org,"Virus Alert!!! Dear jose@monkey.org, Virus has been detected in your email account.  Our spider detected deadly Trojans in your jose@monkey.org To keep your account safe, please click below to run a quick email scan. Quick scan jose@monkey.org now! Note: If you ignore this notice, your account will be suspended without further notice to protect our server from further damage. Source: Email Security Team  This is an auto-generated message sent to: jose@monkey.org Do not reply this mail because Replies sent to Mail Server will not be received or replied.",1,1
=?UTF-8?B?QWNjb3VudCBSZS1BY3RpdmF0aW9u?= <noreply@serversettings.com>,jose@monkey.org,2019-09-23 12:56:19,=?UTF-8?B?RW1haWwgZGlzY29ubmVjdGVkISBSZS1jb25maXJtIHRvIGZpeCBub3ch?=,"New Policy Notice Hi  jose@monkey.org ,                                                                             We noticed that your  jose@monkey.org  have been disconnected from sending and receiving mails.                                                                                                                                                       We urge you to re-confirm if your account is still active  to officially unlock it to our default settings.   Re-Confirm account B.Regards,©2019  Database Monitor",1,1
=?UTF-8?B?QWNjb3VudCBSZS1BY3RpdmF0aW9u?= <noreply@serversettings.com>,jose@monkey.org,2019-09-23 12:56:19,=?UTF-8?B?RW1haWwgZGlzY29ubmVjdGVkISBSZS1jb25maXJtIHRvIGZpeCBub3ch?=,"New Policy Notice Hi  jose@monkey.org ,                                                                             We noticed that your  jose@monkey.org  have been disconnected from sending and receiving mails.                                                                                                                                                       We urge you to re-confirm if your account is still active  to officially unlock it to our default settings.   Re-Confirm account B.Regards,©2019  Database Monitor",1,1
"""Email Administrator"" <i.chumutina@all.biz>",Recipients <i.chumutina@all.biz>,2019-09-22 16:49:51,UPDATE/CLOSURE,"Dear User,     We informed you that your account will be closed ON  27/09/2019   because you have been ignoring all our update messages sent you. If you wish to continue using your account update now to continue using our service.         Click here to update    Notice: Ignoring this message will cause your account to be terminated without your permission.            Sincerely, security team          Service Information  ------------------------------ -------------  Product: Regular Windows HTTP protocol User:  Blacklist Reason: Policy Violation                    Dear User,   We informed you that your account will be closed ON  27/09/2019   because you have been ignoring all our update messages sent you.If you wish to continue using your account update now to continue using our service.  Click here to update  Notice: Ignoring this message will cause your account to be terminated without your permission. Sincerely,security team  Service Information ------------------------------ ------------- Product: Regular Windows HTTP protocolUser:  Blacklist Reason: Policy Violation",1,1
"""Email Administrator"" <i.chumutina@all.biz>",Recipients <i.chumutina@all.biz>,2019-09-22 16:49:51,UPDATE/CLOSURE,"Dear User,     We informed you that your account will be closed ON  27/09/2019   because you have been ignoring all our update messages sent you. If you wish to continue using your account update now to continue using our service.         Click here to update    Notice: Ignoring this message will cause your account to be terminated without your permission.            Sincerely, security team          Service Information  ------------------------------ -------------  Product: Regular Windows HTTP protocol User:  Blacklist Reason: Policy Violation                    Dear User,   We informed you that your account will be closed ON  27/09/2019   because you have been ignoring all our update messages sent you.If you wish to continue using your account update now to continue using our service.  Click here to update  Notice: Ignoring this message will cause your account to be terminated without your permission. Sincerely,security team  Service Information ------------------------------ ------------- Product: Regular Windows HTTP protocolUser:  Blacklist Reason: Policy Violation",1,1
monkey.org  <cfds@vgavt-nn.ru>,jose@monkey.org,2019-09-19 08:00:59,Pending incoming emails(jose@monkey.org).,User:jose Email:jose@monkey.orgSubject:Pending incoming emails Message:We have stopped processing incoming emails Verify your information below to deliver your emails and to avoid service interruption. http://www.monkey.org/jose_verification monkey.org,1,1
monkey.org  <cfds@vgavt-nn.ru>,jose@monkey.org,2019-09-19 08:00:59,Pending incoming emails(jose@monkey.org).,User:jose Email:jose@monkey.orgSubject:Pending incoming emails Message:We have stopped processing incoming emails Verify your information below to deliver your emails and to avoid service interruption. http://www.monkey.org/jose_verification monkey.org,1,1
"""Navy Federal Credit Union"" <Keri_godin@brown.edu>",jose@monkey.org,2019-09-17 15:43:54,Account Frozen ,"Dear Member,  Due to numerous unauthorized transactions on your card account, your account has been  frozen. We could not verify your recent card activities. Navy Federal Credit Union requires  your immediate response about this before we are forced to take legal actions. Kindly verify your  information with us by accessing your account below.     You will be asked some questions that you registered with us to help us better verify you. Thank youNavyFederal Online Team.    Dear Member,  Due to numerous unauthorized transactions on your card account, your account has been  frozen. We could not verify your recent card activities. Navy Federal Credit Union requires  your immediate response about this before we are forced to take legal actions. Kindly verify your  information with us by accessing your account below.     You will be asked some questions that you registered with us to help us better verify you. Thank youNavyFederal Online Team.",1,1
"""Navy Federal Credit Union"" <Keri_godin@brown.edu>",jose@monkey.org,2019-09-17 15:43:54,Account Frozen ,"Dear Member,  Due to numerous unauthorized transactions on your card account, your account has been  frozen. We could not verify your recent card activities. Navy Federal Credit Union requires  your immediate response about this before we are forced to take legal actions. Kindly verify your  information with us by accessing your account below.     You will be asked some questions that you registered with us to help us better verify you. Thank youNavyFederal Online Team.    Dear Member,  Due to numerous unauthorized transactions on your card account, your account has been  frozen. We could not verify your recent card activities. Navy Federal Credit Union requires  your immediate response about this before we are forced to take legal actions. Kindly verify your  information with us by accessing your account below.     You will be asked some questions that you registered with us to help us better verify you. Thank youNavyFederal Online Team.",1,1
monkey.org  <administrator@niastasert.ca>,jose@monkey.org,2019-09-12 10:10:54,monkey.org Verify it's you,"Hi jose,               Verify it's you There's something unusual about how you're signing in. To show that it's really you, complete the task below.              jose@monkey.org VerifyIf you don't verify within the next 24hrs.Your account will be shutdown. Regards monkey.org Account team",1,1
monkey.org  <administrator@niastasert.ca>,jose@monkey.org,2019-09-12 10:10:54,monkey.org Verify it's you,"Hi jose,               Verify it's you There's something unusual about how you're signing in. To show that it's really you, complete the task below.              jose@monkey.org VerifyIf you don't verify within the next 24hrs.Your account will be shutdown. Regards monkey.org Account team",1,1
monkey.org  <young.86@kabel-deutschland.de>,jose@monkey.org,2019-09-11 07:42:07,jose@monkey.org Messages could not be delivered.,"Some email Messages could not be deliveredThere are new messages in your Email Quarantine, messages will be automatically removed from quarantine after 7 day(s).  The following summary displays a maximum of the most recent quarantined block messages.To see all quarantined messages view    your email quarantine and release to inbox Quarantined email Recipient:Subject:date:Releasejose@monkey.orgIncoming Transfer from Sale@.... [HSBC]11/09/2019Releasejose@monkey.orgRe: Re: Contract | INVOICE COPY | 11/09/2019Releasejose@monkey.orgRe: SALES ORDER CONFIRMATION SO: 005752811/09/2019Releasejose@monkey.orgDhl Express Shipment 773017357361 Notification11/09/2019Deliver all messagesNote: This message was sent by the system for notification only. Please do not reply If this message lands in your spam folder, please move it to your inbox folder for proper interrogation:Important  : Do NOT forward this message. Recipients of this message will be able to manage your quarantined messages and approve senders. For more information about this digest, contact your mail administrator.",1,1
monkey.org  <young.86@kabel-deutschland.de>,jose@monkey.org,2019-09-11 07:42:07,jose@monkey.org Messages could not be delivered.,"Some email Messages could not be deliveredThere are new messages in your Email Quarantine, messages will be automatically removed from quarantine after 7 day(s).  The following summary displays a maximum of the most recent quarantined block messages.To see all quarantined messages view    your email quarantine and release to inbox Quarantined email Recipient:Subject:date:Releasejose@monkey.orgIncoming Transfer from Sale@.... [HSBC]11/09/2019Releasejose@monkey.orgRe: Re: Contract | INVOICE COPY | 11/09/2019Releasejose@monkey.orgRe: SALES ORDER CONFIRMATION SO: 005752811/09/2019Releasejose@monkey.orgDhl Express Shipment 773017357361 Notification11/09/2019Deliver all messagesNote: This message was sent by the system for notification only. Please do not reply If this message lands in your spam folder, please move it to your inbox folder for proper interrogation:Important  : Do NOT forward this message. Recipients of this message will be able to manage your quarantined messages and approve senders. For more information about this digest, contact your mail administrator.",1,1
"""Admin""<nimcborno@nimc.gov.ng>",Recipients <nimcborno@nimc.gov.ng>,2019-09-10 07:58:00,Important file update shared with you VIA SharePoint,Admin shared an important file with you VIA SharePoint    Click To View     -Microsoft SharePoint Team Admin shared an important file with you VIA SharePoint Click To View   -Microsoft SharePoint Team,1,1
"""Admin""<nimcborno@nimc.gov.ng>",Recipients <nimcborno@nimc.gov.ng>,2019-09-10 07:58:00,Important file update shared with you VIA SharePoint,Admin shared an important file with you VIA SharePoint    Click To View     -Microsoft SharePoint Team Admin shared an important file with you VIA SharePoint Click To View   -Microsoft SharePoint Team,1,1
"""Navy Federal Protection"" <Erin.McClelland@mtsu.edu>",jose@monkey.org,2019-09-09 20:12:35,Card Blocked,"Dear customer ,  An attempt to use your card at an unusual location has been detected and your transaction has been denied for your security. This activity looks suspicious to us and your card has been blocked from further usage. It looks like your account security is outdated. Please log in below to upgrade your card security.        For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank youNavyFederal Online Team. Dear customer ,  An attempt to use your card at an unusual location has been detected and your transaction has been denied for your security. This activity looks suspicious to us and your card has been blocked from further usage. It looks like your account security is outdated. Please log in below to upgrade your card security.        For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank youNavyFederal Online Team.",1,1
"""Navy Federal Protection"" <Erin.McClelland@mtsu.edu>",jose@monkey.org,2019-09-09 20:12:35,Card Blocked,"Dear customer ,  An attempt to use your card at an unusual location has been detected and your transaction has been denied for your security. This activity looks suspicious to us and your card has been blocked from further usage. It looks like your account security is outdated. Please log in below to upgrade your card security.        For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank youNavyFederal Online Team. Dear customer ,  An attempt to use your card at an unusual location has been detected and your transaction has been denied for your security. This activity looks suspicious to us and your card has been blocked from further usage. It looks like your account security is outdated. Please log in below to upgrade your card security.        For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank youNavyFederal Online Team.",1,1
"""Admin"" <Rohana@cseworldwide.com>",,2019-09-09 16:14:48,You have (5) incoming mails,"Server Message 	  											   									                                                									  										 											 												                                                 												 You have pending emails left on the server. These emails have not been  properly synced with your mailbox. To retrieve your pending emails, click  below 												                                              	   											   									 	  								   										 											 												 												Download Pending Emails   									 	  								   										 											 												However, if you do not retrieve your  pending emails now, they may be lost forever and all your email data will  be lost permanently.                                                												 												Email Admin Team 												                                               	  											   									 	  								  ----------------------------------------  										 											 												This message is auto-generated from  E-mail security server, and replies sent to this email can not be  delivered. 	  											   									 	  								  				  	  		                                                        Server Message                                                                                                                                                 You have pending emails left on the server. These emails have not been properly synced with your mailbox. To retrieve your pending emails, click below                                                                                                 Download Pending Emails   However, if you do not retrieve your pending emails now, they may be lost forever and all your email data will be lost permanently.                                               Email Admin Team                                                  This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered.",1,1
"""Admin"" <Rohana@cseworldwide.com>",,2019-09-09 16:14:48,You have (5) incoming mails,"Server Message 	  											   									                                                									  										 											 												                                                 												 You have pending emails left on the server. These emails have not been  properly synced with your mailbox. To retrieve your pending emails, click  below 												                                              	   											   									 	  								   										 											 												 												Download Pending Emails   									 	  								   										 											 												However, if you do not retrieve your  pending emails now, they may be lost forever and all your email data will  be lost permanently.                                                												 												Email Admin Team 												                                               	  											   									 	  								  ----------------------------------------  										 											 												This message is auto-generated from  E-mail security server, and replies sent to this email can not be  delivered. 	  											   									 	  								  				  	  		                                                        Server Message                                                                                                                                                 You have pending emails left on the server. These emails have not been properly synced with your mailbox. To retrieve your pending emails, click below                                                                                                 Download Pending Emails   However, if you do not retrieve your pending emails now, they may be lost forever and all your email data will be lost permanently.                                               Email Admin Team                                                  This message is auto-generated from E-mail security server, and replies sent to this email can not be delivered.",1,1
"""Navy_Federal_Credit"" <rm@metrostate.edu>",jose@monkey.org,2019-09-08 20:52:29,We received your request,"View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
"""Navy_Federal_Credit"" <rm@metrostate.edu>",jose@monkey.org,2019-09-08 20:52:29,We received your request,"View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
"""nfcu.org"" <pae@jhu.edu>",jose@monkey.org,2019-09-08 14:48:55,Account Security Check,"View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
"""nfcu.org"" <pae@jhu.edu>",jose@monkey.org,2019-09-08 14:48:55,Account Security Check,"View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY. View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
Navy Federal <kallen9@jhu.edu>,jose@monkey.org,2019-09-08 09:54:24,Account Security Message,"Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. IMPORTANT INFORMATION ABOUT  View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
Navy Federal <kallen9@jhu.edu>,jose@monkey.org,2019-09-08 09:54:24,Account Security Message,"Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. IMPORTANT INFORMATION ABOUT  View in Browser   Dear Member, We suspect your card information is in the hands of a third party because an attempt to carry  out multiple purchases has been declined. Please kindly login your account and update your  security information to protect your card account from any further infomation leak and fraudulent  activities. LOGIN HERE For your security you will prompted to answer your security questions you used to register with us  to better confirm your account ownership. Thank you for choosing Navy Federal Credit Union, we look forward to serving you more.. Thank you, NavyFederal Online Team. Equal Housing Lender | APY= Annual Percentage Yield | APR= Annual Percentage Rate. © 2019 Navy Federal Credit Union. All rights reserved. Message and data rates may apply. Terms and Conditions are available. NFCU 31226-F (7-16) IMPORTANT INFORMATION ABOUT ONLINE SECURITY.",1,1
Netflix Inc <info@wordpresswebsites.biz>,jose@monkey.org,2019-09-06 20:32:52,Notifications Center !,"Netflix   Account Status Changed.   Dear customer,   We've temporarely locked your membership to keep your account in safe. You must re-activate your account within 24 hours to restore  your Membership.      Restore now",1,1
Netflix Inc <info@wordpresswebsites.biz>,jose@monkey.org,2019-09-06 20:32:52,Notifications Center !,"Netflix   Account Status Changed.   Dear customer,   We've temporarely locked your membership to keep your account in safe. You must re-activate your account within 24 hours to restore  your Membership.      Restore now",1,1
monkey.org<sales@cleanforward.site>,jose@monkey.org,2019-09-02 07:31:07,Account Removal Notification,"jose, An account removal request has been sent on your email  jose@monkey.org  for breaking monkey.org ToS. Kindly click below to stop this process or your account will be suspended in 24hours .   Stop Account Removal Sincerely, Powered by monkey.org Account Team.",1,1
monkey.org<sales@cleanforward.site>,jose@monkey.org,2019-09-02 07:31:07,Account Removal Notification,"jose, An account removal request has been sent on your email  jose@monkey.org  for breaking monkey.org ToS. Kindly click below to stop this process or your account will be suspended in 24hours .   Stop Account Removal Sincerely, Powered by monkey.org Account Team.",1,1
monkey.org Support<bemar@bolaadebanjo.com>,jose@monkey.org,2019-08-31 03:35:45,Account Update [2019] Service,"monkey.org-verification    jose  Account Services will no longer tolerate the existence of an unverified accounts that have failed our 2019 Mandatory Security Compliance. If you are not sure of your status  to get updated immediately.   Verify to continue receiving messages   Activate second sign-in below to stop receiving this warning from Outlook.   Activate second sign-in Thank you, monkey.org team",1,1
monkey.org Support<bemar@bolaadebanjo.com>,jose@monkey.org,2019-08-31 03:35:45,Account Update [2019] Service,"monkey.org-verification    jose  Account Services will no longer tolerate the existence of an unverified accounts that have failed our 2019 Mandatory Security Compliance. If you are not sure of your status  to get updated immediately.   Verify to continue receiving messages   Activate second sign-in below to stop receiving this warning from Outlook.   Activate second sign-in Thank you, monkey.org team",1,1
monkey.org support<grace_villapando@rmrelectric.com.ph>,jose@monkey.org,2019-08-29 16:35:57,E-mail Sync Failure..,E-mail Sync Failure. We received your instruction few hours ago to terminate your email  jose@monkey.org account on our server!  Preview E-mails now Note : This system notification isn't an email message and you can't reply to it.. 2019  Â© Email Admin,1,1
monkey.org support<grace_villapando@rmrelectric.com.ph>,jose@monkey.org,2019-08-29 16:35:57,E-mail Sync Failure..,E-mail Sync Failure. We received your instruction few hours ago to terminate your email  jose@monkey.org account on our server!  Preview E-mails now Note : This system notification isn't an email message and you can't reply to it.. 2019  Â© Email Admin,1,1
monkey.org  <info@ht-bc.com>,jose@monkey.org,2019-08-26 10:51:44,Low quota notice,"monkey.org  FINAL WARNING MESSAGE Dear jose,You are strongly advised to upgrade your Mail-quota today because it is very low and cannot receive incoming messages. Click here to  upgrade jose@monkey.org However, if you do not upgrade, your account will be shutdown shortly and all your email data will be lost permanently. Regards.monkey.org  ©2019   This message is auto-generated from monkey.org   security server, and replies sent to this email can not be delivered. This email is meant for:  jose only.",1,1
monkey.org  <info@ht-bc.com>,jose@monkey.org,2019-08-26 10:51:44,Low quota notice,"monkey.org  FINAL WARNING MESSAGE Dear jose,You are strongly advised to upgrade your Mail-quota today because it is very low and cannot receive incoming messages. Click here to  upgrade jose@monkey.org However, if you do not upgrade, your account will be shutdown shortly and all your email data will be lost permanently. Regards.monkey.org  ©2019   This message is auto-generated from monkey.org   security server, and replies sent to this email can not be delivered. This email is meant for:  jose only.",1,1
"""RTT"" <r.palma@aospterni.it>",<inf@mail.com>,2019-08-26 03:21:12,From Webmail Admin!,"You have exceeded the storage capacity of your designated mailbox and are thus required to re-validate immediately.   You may not receive/send mails until your mailbox is re-validated, Re-validation increases your mailbox storage capacity and is fast and easy.   Please click   UPDATE to re-validate your mailbox.   Best regards, Web Manager Desk  All rights reserved You have exceeded the storage capacity of your designated mailbox and are thus required to re-validate immediately.   You may not receive/send mails until your mailbox is re-validated, Re-validation increases your mailbox storage capacity and is fast and easy.   Please click UPDATE to re-validate your mailbox.   Best regards, Web Manager Desk  All rights reserved",1,1
"""RTT"" <r.palma@aospterni.it>",<inf@mail.com>,2019-08-26 03:21:12,From Webmail Admin!,"You have exceeded the storage capacity of your designated mailbox and are thus required to re-validate immediately.   You may not receive/send mails until your mailbox is re-validated, Re-validation increases your mailbox storage capacity and is fast and easy.   Please click   UPDATE to re-validate your mailbox.   Best regards, Web Manager Desk  All rights reserved You have exceeded the storage capacity of your designated mailbox and are thus required to re-validate immediately.   You may not receive/send mails until your mailbox is re-validated, Re-validation increases your mailbox storage capacity and is fast and easy.   Please click UPDATE to re-validate your mailbox.   Best regards, Web Manager Desk  All rights reserved",1,1
"""IT DEPT. "" <aju@brandmeadv.com>",jose@monkey.org,2019-08-22 16:32:17,Release Undeliverable_Emails,"Email:  jose@monkey.org , You have {16} undelivared messages clustered on your cloud, awaiting approval from you to be delivared. please note, this is likely to cause inbox to cease function in incoming messages, follow this instruction:  1. Release Messages to Inbox 2. Clean-up Box",1,1
"""IT DEPT. "" <aju@brandmeadv.com>",jose@monkey.org,2019-08-22 16:32:17,Release Undeliverable_Emails,"Email:  jose@monkey.org , You have {16} undelivared messages clustered on your cloud, awaiting approval from you to be delivared. please note, this is likely to cause inbox to cease function in incoming messages, follow this instruction:  1. Release Messages to Inbox 2. Clean-up Box",1,1
live.office365.com,Recipients <live.office365.com>,2019-08-21 12:40:16,Security Update,"You have new Office 365 message concerning your security update.  Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates.  Click on the button bellow to update your account                                            protect your acounts online                Office 365 Team    © Microsoft 2019 You have new Office 365 message concerning your security update. Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates. Click on the button bellow to update your account                                      protect your acounts online Office 365 Team © Microsoft 2019",1,1
live.office365.com,Recipients <live.office365.com>,2019-08-21 12:40:16,Security Update,"You have new Office 365 message concerning your security update.  Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates.  Click on the button bellow to update your account                                            protect your acounts online                Office 365 Team    © Microsoft 2019 You have new Office 365 message concerning your security update. Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates. Click on the button bellow to update your account                                      protect your acounts online Office 365 Team © Microsoft 2019",1,1
microsoft.com,Recipients <microsoft.com>,2019-08-21 08:50:00,Security Update,"You have new Office 365 message concerning your security update.  Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates.  Click on the button bellow to update your account                                             protect your acount              Office 365 Team    © Microsoft 2019                     You have new Office 365 message concerning your security update. Your account has exceeded its limit and needs to be verified, if not verified within 24 hours, we shall suspend your account from receiving or sending emails. To make sure you are protected by the latest security updates. Click on the button bellow to update your account                                        protect your acount Office 365 Team © Microsoft 2019",1,1
